,Top 25,Top 50,Top 100,Top 200
precision,0.08,0.08,0.06,0.055
recall,0.007142857142857143,0.014285714285714285,0.02142857142857143,0.039285714285714285
f1,0.013114754098360656,0.024242424242424242,0.03157894736842105,0.04583333333333334
ndcg,0.0557705706093248,0.06426996960002646,0.055860077825932636,0.053904817182541476
