,Top 25,Top 50,Top 100,Top 200
precision,0.36,0.36,0.39,0.395
recall,0.0033051781123760557,0.006610356224752111,0.014322438486962909,0.029012118986412046
f1,0.0065502183406113525,0.01298232960692391,0.02763018065887354,0.05405405405405405
ndcg,0.32035382115259176,0.3346602364335795,0.3673661260232348,0.3809535276563813
