,Top 50,Top 100,Top 200,Top N
precision,0.04,0.02,0.02,0.015625
recall,0.03636363636363636,0.03636363636363636,0.07272727272727272,0.03636363636363636
f1,0.0380952380952381,0.025806451612903222,0.03137254901960784,0.02185792349726776
ndcg,0.03037729920140742,0.02776974050485585,0.04669170072469971,0.02776974050485585
