,Top 50,Top 100,Top 200,Top N
precision,0.44,0.48,0.485,0.45014245014245013
recall,0.005429417571569595,0.011846001974333662,0.023938795656465943,0.07798617966436328
f1,0.010726474890297417,0.023121387283236997,0.045625587958607716,0.132940681531342
ndcg,0.37255995597089525,0.4301765186389966,0.4551373224780407,0.4436108041581268
