,Top 50,Top 100,Top 200,Top N
precision,0.015345268542199489,0.023017902813299233,0.04092071611253197,0.0076726342710997444
recall,0.12,0.09,0.08,0.08823529411764706
f1,0.027210884353741503,0.03665987780040733,0.05414551607445009,0.014117647058823528
ndcg,0.06587667625074871,0.06449025405680738,0.06585864972093947,0.046796949653725516
