,Top 50,Top 100,Top 200,Top N
precision,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.08333333333333333
recall,0.02,0.02,0.01,0.01639344262295082
f1,0.03225806451612903,0.03571428571428571,0.018867924528301886,0.0273972602739726
ndcg,0.056760172607960534,0.12670428058536298,0.12670428058536298,0.056760172607960534
