,Top 50,Top 100,Top 200,Top N
precision,0.0,0.0,0.02702702702702703,0.0
recall,0.0,0.0,0.01,0.0
f1,0.0,0.0,0.014598540145985401,0.0
ndcg,0.0,0.0,0.029894827814908934,0.0
