,Top 25,Top 50,Top 100,Top 200
precision,0.12,0.16,0.16,0.15
recall,0.006109979633401222,0.016293279022403257,0.032586558044806514,0.06109979633401222
f1,0.011627906976744188,0.029574861367837334,0.05414551607445008,0.08683068017366136
ndcg,0.08653480234303203,0.12655647395570926,0.13998953366172223,0.13912506037414496
