,Top 50,Top 100,Top 200,Top N
precision,0.021134593993325918,0.03337041156840934,0.04560622914349277,0.021134593993325918
recall,0.38,0.3,0.205,0.35185185185185186
f1,0.04004214963119073,0.06006006006006006,0.07461328480436762,0.03987408184679958
ndcg,0.19170175257274838,0.18901597500281841,0.15144603095636014,0.1818766623698419
