,Top 50,Top 100,Top 200,Top N
precision,0.011739594450373533,0.023479188900747065,0.04589114194236926,0.012806830309498399
recall,0.22,0.22,0.215,0.23076923076923078
f1,0.022289766970618033,0.04243008678881388,0.07563764291996482,0.024266936299292215
ndcg,0.09917093181985963,0.12399064325280323,0.14615485388174115,0.10594712623449583
