,Top 50,Top 100,Top 200,Top N
precision,0.2,0.23,0.19,0.21904761904761905
recall,0.01015228426395939,0.023350253807106598,0.03857868020304569,0.023350253807106598
f1,0.01932367149758454,0.04239631336405529,0.06413502109704641,0.04220183486238532
ndcg,0.1815821399035657,0.21148998779746367,0.18655305906264288,0.20421200167813616
