,Top 50,Top 100,Top 200,Top N
precision,0.008100810081008101,0.012601260126012601,0.019801980198019802,0.008100810081008101
recall,0.18,0.14,0.11,0.15789473684210525
f1,0.015503875968992248,0.023121387283236997,0.033562166285278416,0.01541095890410959
ndcg,0.0767782908227832,0.0774095799654675,0.07403162390217378,0.0701877147938241
