,Top 50,Top 100,Top 200,Top N
precision,0.021052631578947368,0.028070175438596492,0.0456140350877193,0.028070175438596492
recall,0.12,0.08,0.065,0.13333333333333333
f1,0.03582089552238806,0.04155844155844156,0.05360824742268041,0.0463768115942029
ndcg,0.060005780261603685,0.04865373031457972,0.04949077731399118,0.0696972036818493
