,Top 25,Top 50,Top 100,Top 200
precision,0.04,0.02,0.01,0.005
recall,1.0,1.0,1.0,1.0
f1,0.07692307692307693,0.0392156862745098,0.019801980198019802,0.009950248756218907
ndcg,0.3154648767857287,0.3154648767857287,0.3154648767857287,0.3154648767857287
