,Top 50,Top 100,Top 200,Top N
precision,0.02,0.01,0.005,0.0
recall,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.0
f1,0.032786885245901634,0.018018018018018018,0.00947867298578199,0.0
ndcg,0.0369317800334779,0.0369317800334779,0.0369317800334779,0.0
