,Top 50,Top 100,Top 200,Top N
precision,"(0.016, 0.014966629547095765)","(0.008, 0.0074833147735478825)","(0.005, 0.0031622776601683794)","(0.01818181818181818, 0.022268088570756166)"
recall,"(0.19, 0.1854723699099141)","(0.19, 0.1854723699099141)","(0.24, 0.15937377450509227)","(0.1, 0.12247448713915891)"
f1,"(0.029494949494949498, 0.027681273032333375)","(0.015347985347985349, 0.014381383425865943)","(0.009794356767097083, 0.006200573940469759)","(0.03076923076923077, 0.03768445758127967)"
ndcg,"(0.06441089639281633, 0.05941507915504656)","(0.06441089639281633, 0.05941507915504656)","(0.07516903853579604, 0.051060933820028784)","(0.03705440612318587, 0.045386443343783764)"
