,Top 50,Top 100,Top 200,Top N
precision,"(0.004, 0.008)","(0.006, 0.004898979485566356)","(0.006, 0.0037416573867739412)","(0.0047619047619047615, 0.005832118435198043)"
recall,"(0.011764705882352941, 0.023529411764705882)","(0.03602941176470588, 0.029448506462501155)","(0.07205882352941176, 0.04565933734194125)","(0.023529411764705882, 0.02881752638568445)"
f1,"(0.005970149253731344, 0.011940298507462688)","(0.010285882699675805, 0.008398560433631875)","(0.011076975593104625, 0.006915370687793102)","(0.00792079207920792, 0.009700949476369021)"
ndcg,"(0.006144495059431829, 0.012288990118863656)","(0.016299814074177216, 0.0134752289426772)","(0.03019165217726255, 0.01815359689543094)","(0.011480103303044326, 0.01411824714597636)"
