,Top 50,Top 100,Top 200,Top N
precision,"(0.021052631578947368, 0.042105263157894736)","(0.031578947368421054, 0.06315789473684211)","(0.031578947368421054, 0.06315789473684211)","(0.031578947368421054, 0.06315789473684211)"
recall,"(0.008, 0.016)","(0.006, 0.012)","(0.003, 0.006)","(0.005714285714285714, 0.011428571428571429)"
f1,"(0.011594202898550725, 0.02318840579710145)","(0.010084033613445377, 0.020168067226890754)","(0.00547945205479452, 0.01095890410958904)","(0.009677419354838708, 0.019354838709677417)"
ndcg,"(0.015420592684267464, 0.03084118536853493)","(0.021790689026432396, 0.04358137805286479)","(0.021790689026432396, 0.04358137805286479)","(0.021790689026432396, 0.04358137805286479)"
