,Top 50,Top 100,Top 200,Top N
precision,"(0.0, 0.0)","(0.0, 0.0)","(0.004, 0.0037416573867739412)","(0.0, 0.0)"
recall,"(0.0, 0.0)","(0.0, 0.0)","(0.4, 0.37416573867739417)","(0.0, 0.0)"
f1,"(0.0, 0.0)","(0.0, 0.0)","(0.007920792079207921, 0.007409222548067211)","(0.0, 0.0)"
ndcg,"(0.0, 0.0)","(0.0, 0.0)","(0.042882293836901765, 0.04048176945540487)","(0.0, 0.0)"
