,Top 25,Top 50,Top 100,Top 200
precision,"(0.10400000000000001, 0.01959591794226542)","(0.088, 0.027129319932501072)","(0.088, 0.02135415650406262)","(0.07, 0.014832396974191326)"
recall,"(0.01566886049812879, 0.002874417508427068)","(0.026597926614186772, 0.008420396763583637)","(0.05288923301931432, 0.01181526302440211)","(0.08433372048006195, 0.01733559543282435)"
f1,"(0.027231927114280054, 0.00500471977424755)","(0.0408441387958228, 0.012847739060344322)","(0.06605505436039788, 0.015194954520767405)","(0.07648437455730273, 0.015930326043966225)"
ndcg,"(0.12488672342995163, 0.046364496670020114)","(0.10536241107036126, 0.04617970629653715)","(0.09904066528506421, 0.024584047768526622)","(0.0885143664339483, 0.018250307772910996)"
