,Top 25,Top 50,Top 100,Top 200
precision,"(0.008, 0.016)","(0.012, 0.009797958971132711)","(0.012, 0.0116619037896906)","(0.007000000000000001, 0.005099019513592785)"
recall,"(0.01111111111111111, 0.02222222222222222)","(0.04262626262626262, 0.0366342344809678)","(0.07818181818181817, 0.06820269040792824)","(0.09246753246753245, 0.05686973954332583)"
f1,"(0.009302325581395349, 0.018604651162790697)","(0.01859357614420295, 0.01521953967911593)","(0.020729616868157767, 0.019856272110399024)","(0.012990410864182515, 0.009349655406766522)"
ndcg,"(0.007981788733008264, 0.015963577466016527)","(0.019762176517030543, 0.016666840564182307)","(0.034054188279924937, 0.03300911099726148)","(0.03841990630779946, 0.029470280233288588)"
