,Top 50,Top 100,Top 200,Top N
precision,"(0.02, 0.01788854381999832)","(0.01, 0.00894427190999916)","(0.005, 0.00447213595499958)","(0.017543859649122806, 0.01569170510526168)"
recall,"(0.08636363636363636, 0.07808544682863712)","(0.08636363636363636, 0.07808544682863712)","(0.08636363636363636, 0.07808544682863712)","(0.08636363636363636, 0.07808544682863712)"
f1,"(0.03246959280803807, 0.029091100778576306)","(0.01792149292149292, 0.016044214568603374)","(0.009451846552803362, 0.00845803960742664)","(0.02915601023017903, 0.026117584503142856)"
ndcg,"(0.14567634115928157, 0.12991760845628944)","(0.14567634115928157, 0.12991760845628944)","(0.14567634115928157, 0.12991760845628944)","(0.14567634115928157, 0.12991760845628944)"
