,Top 50,Top 100,Top 200,Top N
precision,"(0.02222222222222222, 0.04444444444444444)","(0.02222222222222222, 0.04444444444444444)","(0.02222222222222222, 0.04444444444444444)","(0.02222222222222222, 0.04444444444444444)"
recall,"(0.004, 0.008)","(0.002, 0.004)","(0.001, 0.002)","(0.0037037037037037034, 0.007407407407407407)"
f1,"(0.006779661016949154, 0.013559322033898308)","(0.003669724770642202, 0.007339449541284405)","(0.0019138755980861242, 0.0038277511961722485)","(0.006349206349206349, 0.012698412698412698)"
ndcg,"(0.013886244387355454, 0.027772488774710908)","(0.013886244387355454, 0.027772488774710908)","(0.013886244387355454, 0.027772488774710908)","(0.013886244387355454, 0.027772488774710908)"
