,Top 25,Top 50,Top 100,Top 200
precision,"(0.016, 0.019595917942265423)","(0.008, 0.009797958971132711)","(0.004, 0.004898979485566356)","(0.003, 0.004)"
recall,"(0.07333333333333333, 0.09043106644167025)","(0.07333333333333333, 0.09043106644167025)","(0.07333333333333333, 0.09043106644167025)","(0.11333333333333333, 0.15719768163402129)"
f1,"(0.026236559139784944, 0.032140286782398976)","(0.014415584415584414, 0.017656607168163467)","(0.007583108715184186, 0.009287547345315705)","(0.005844186597205777, 0.007800163645407372)"
ndcg,"(0.12835252375448594, 0.15762361100153682)","(0.12835252375448594, 0.15762361100153682)","(0.12835252375448594, 0.15762361100153682)","(0.13835524355114265, 0.17164708181883814)"
