,Top 50,Top 100,Top 200,Top N
precision,"(0.0, 0.0)","(0.05, 0.1)","(0.05, 0.1)","(0.0, 0.0)"
recall,"(0.0, 0.0)","(0.002, 0.004)","(0.001, 0.002)","(0.0, 0.0)"
f1,"(0.0, 0.0)","(0.0038461538461538464, 0.007692307692307693)","(0.00196078431372549, 0.00392156862745098)","(0.0, 0.0)"
ndcg,"(0.0, 0.0)","(0.07807600999842035, 0.1561520199968407)","(0.07807600999842035, 0.1561520199968407)","(0.0, 0.0)"
