,Top 50,Top 100,Top 200,Top N
precision,"(0.0, 0.0)","(0.0, 0.0)","(0.001, 0.002)","(0.0, 0.0)"
recall,"(0.0, 0.0)","(0.0, 0.0)","(0.02222222222222222, 0.04444444444444444)","(0.0, 0.0)"
f1,"(0.0, 0.0)","(0.0, 0.0)","(0.0019138755980861242, 0.003827751196172249)","(0.0, 0.0)"
ndcg,"(0.0, 0.0)","(0.0, 0.0)","(0.0070452807597855185, 0.014090561519571037)","(0.0, 0.0)"
