,Top 50,Top 100,Top 200,Top N
precision,"(0.0, 0.0)","(0.0, 0.0)","(0.002, 0.002449489742783178)","(0.0, 0.0)"
recall,"(0.0, 0.0)","(0.0, 0.0)","(0.06666666666666667, 0.0816496580927726)","(0.0, 0.0)"
f1,"(0.0, 0.0)","(0.0, 0.0)","(0.003883495145631068, 0.004756290762685782)","(0.0, 0.0)"
ndcg,"(0.0, 0.0)","(0.0, 0.0)","(0.016606490831879216, 0.020339535181061512)","(0.0, 0.0)"
