,Top 50,Top 100,Top 200,Top N
precision,"(0.008, 0.009797958971132713)","(0.006, 0.004898979485566356)","(0.004, 0.002)","(0.01818181818181818, 0.022268088570756166)"
recall,"(0.1, 0.12247448713915891)","(0.15, 0.12247448713915891)","(0.19, 0.09695359714832658)","(0.1, 0.12247448713915891)"
f1,"(0.014814814814814814, 0.018144368465060578)","(0.011538461538461539, 0.009421114395319917)","(0.007833572453371592, 0.003916830021319758)","(0.03076923076923077, 0.03768445758127967)"
ndcg,"(0.04607224922107248, 0.05644608057561068)","(0.05784956253710929, 0.05153412286652911)","(0.06717211356517498, 0.04387248172715005)","(0.04607224922107248, 0.05644608057561068)"
