,Top 50,Top 100,Top 200,Top N
precision,"(0.02, 0.04)","(0.02, 0.04)","(0.04, 0.08)","(0.02, 0.04)"
recall,"(0.004, 0.008)","(0.002, 0.004)","(0.002, 0.004)","(0.0037037037037037034, 0.007407407407407407)"
f1,"(0.006666666666666666, 0.013333333333333332)","(0.0036363636363636364, 0.007272727272727273)","(0.003809523809523809, 0.007619047619047618)","(0.00625, 0.0125)"
ndcg,"(0.017028623528324204, 0.03405724705664841)","(0.017028623528324204, 0.03405724705664841)","(0.03027946821920201, 0.06055893643840402)","(0.017028623528324204, 0.03405724705664841)"
