,Top 50,Top 100,Top 200,Top N
precision,"(0.004, 0.008)","(0.002, 0.004)","(0.003, 0.0024494897427831783)","(0.0, 0.0)"
recall,"(0.02857142857142857, 0.05714285714285714)","(0.02857142857142857, 0.05714285714285714)","(0.08571428571428572, 0.06998542122237651)","(0.0, 0.0)"
f1,"(0.007017543859649124, 0.014035087719298248)","(0.0037383177570093455, 0.00747663551401869)","(0.0057971014492753615, 0.004733313512624499)","(0.0, 0.0)"
ndcg,"(0.009843444172769202, 0.019686888345538403)","(0.009843444172769202, 0.019686888345538403)","(0.025108741210913145, 0.02093555084440873)","(0.0, 0.0)"
