,Top 50,Top 100,Top 200,Top N
precision,"(0.0, 0.0)","(0.0, 0.0)","(0.001, 0.002)","(0.0, 0.0)"
recall,"(0.0, 0.0)","(0.0, 0.0)","(0.0125, 0.025000000000000005)","(0.0, 0.0)"
f1,"(0.0, 0.0)","(0.0, 0.0)","(0.0018518518518518517, 0.0037037037037037034)","(0.0, 0.0)"
ndcg,"(0.0, 0.0)","(0.0, 0.0)","(0.0036960461489690608, 0.007392092297938121)","(0.0, 0.0)"
