,Top 25,Top 50,Top 100,Top 200
precision,"(0.016, 0.019595917942265423)","(0.012, 0.009797958971132713)","(0.012, 0.0074833147735478825)","(0.012, 0.005099019513592784)"
recall,"(0.018614718614718615, 0.022808553891462323)","(0.027705627705627706, 0.022635353181647395)","(0.05497835497835498, 0.033910226887560416)","(0.1122077922077922, 0.04656962498590013)"
f1,"(0.017206290471785384, 0.021075346332504186)","(0.01674491392801252, 0.013672911312179476)","(0.019699227746917757, 0.012260604897876618)","(0.021678840502369914, 0.009189239792608493)"
ndcg,"(0.013899747712250813, 0.01704510005040248)","(0.018633753431781613, 0.01576628383604618)","(0.03160132236691248, 0.019405626067506253)","(0.05417831244269376, 0.021317318840511242)"
