,Top 50,Top 100,Top 200,Top N
precision,"(0.032, 0.03249615361854384)","(0.02, 0.020976176963403034)","(0.015, 0.008944271909999158)","(0.014479638009049773, 0.009662514255231956)"
recall,"(0.044072301967038804, 0.044237542054531474)","(0.05489101541733121, 0.05696246421035581)","(0.08403379456011036, 0.04822108750575115)","(0.0895893501156659, 0.058024762763555934)"
f1,"(0.03706029190758807, 0.037457698988660235)","(0.02930760404848438, 0.03065506115905041)","(0.025446897103833722, 0.015088117594619728)","(0.024922148007171845, 0.01656556977914489)"
ndcg,"(0.03037500940291164, 0.030096363250744766)","(0.03602862643628749, 0.036680098674632344)","(0.04805263278082849, 0.03283286570418579)","(0.05026096164266911, 0.03649903938458223)"
