,Top 25,Top 50,Top 100,Top 200
precision,"(0.04, 0.03577708763999664)","(0.02, 0.01788854381999832)","(0.02, 0.01788854381999832)","(0.02, 0.01788854381999832)"
recall,"(0.08636363636363636, 0.07808544682863712)","(0.08636363636363636, 0.07808544682863712)","(0.08636363636363636, 0.07808544682863712)","(0.08636363636363636, 0.07808544682863712)"
f1,"(0.054654654654654654, 0.049029024941642164)","(0.03246959280803807, 0.029091100778576306)","(0.03246959280803807, 0.029091100778576306)","(0.03246959280803807, 0.029091100778576306)"
ndcg,"(0.14567634115928157, 0.12991760845628944)","(0.14567634115928157, 0.12991760845628944)","(0.14567634115928157, 0.12991760845628944)","(0.14567634115928157, 0.12991760845628944)"
