,Top 25,Top 50,Top 100,Top 200
precision,"(0.0, 0.0)","(0.008, 0.009797958971132713)","(0.008, 0.0074833147735478825)","(0.008, 0.005099019513592784)"
recall,"(0.0, 0.0)","(0.02, 0.024494897427831782)","(0.03952380952380953, 0.03730124957631646)","(0.07857142857142857, 0.050932350312841664)"
f1,"(0.0, 0.0)","(0.011428571428571429, 0.013997084244475301)","(0.01330578512396694, 0.01246494831284123)","(0.014520773344302757, 0.009269389384948713)"
ndcg,"(0.0, 0.0)","(0.009989904769211123, 0.012238510413266087)","(0.019554217435238608, 0.01835086811973434)","(0.03499985769085488, 0.02386789600839945)"
