,Top 50,Top 100,Top 200,Top N
precision,"(0.03076923076923077, 0.06153846153846154)","(0.03076923076923077, 0.06153846153846154)","(0.03076923076923077, 0.06153846153846154)","(0.03076923076923077, 0.06153846153846154)"
recall,"(0.008, 0.016)","(0.004, 0.008)","(0.002, 0.004)","(0.004705882352941176, 0.009411764705882352)"
f1,"(0.0126984126984127, 0.0253968253968254)","(0.007079646017699117, 0.014159292035398235)","(0.003755868544600939, 0.007511737089201879)","(0.008163265306122448, 0.016326530612244896)"
ndcg,"(0.017821674052022295, 0.03564334810404459)","(0.017821674052022295, 0.03564334810404459)","(0.017821674052022295, 0.03564334810404459)","(0.017821674052022295, 0.03564334810404459)"
