,Top 50,Top 100,Top 200,Top N
precision,"(0.068, 0.027129319932501072)","(0.068, 0.014696938456699067)","(0.05, 0.008366600265340755)","(0.03314285714285715, 0.005598833697790121)"
recall,"(0.034386638866072745, 0.013679386760673515)","(0.06861755228407151, 0.014507503944356662)","(0.1007388639666393, 0.014997569569751205)","(0.17526079905646466, 0.026422065054869468)"
f1,"(0.04566890665620248, 0.018174657190314553)","(0.06829921453683829, 0.014594156047540743)","(0.06682203427496966, 0.010768090648848315)","(0.05574019276336746, 0.009253697292367406)"
ndcg,"(0.05909536367857508, 0.027972169289670386)","(0.06279557203430715, 0.018827685025982106)","(0.08149241935987721, 0.01819860307304093)","(0.12224002725921959, 0.01890906523812266)"
