,Top 25,Top 50,Top 100,Top 200
precision,"(0.048, 0.02993325909419153)","(0.028000000000000004, 0.016)","(0.02, 0.006324555320336759)","(0.011, 0.003741657386773941)"
recall,"(0.04139573070607554, 0.02581113654407761)","(0.0480623973727422, 0.027138421395472394)","(0.06763228984586049, 0.020394573283881993)","(0.0740839027490863, 0.02328568936099561)"
f1,"(0.044449526713677655, 0.027718019871999042)","(0.035381369685167155, 0.02012778688318064)","(0.030865740234970664, 0.00965563564839852)","(0.019153482027384077, 0.0064506787037596335)"
ndcg,"(0.05099098753216853, 0.03288206025064059)","(0.04736041012456309, 0.02671230689299577)","(0.05777400001470824, 0.01581732701959852)","(0.06063839240830672, 0.012166372799584782)"
