,Top 50,Top 100,Top 200,Top N
precision,"(0.01818181818181818, 0.03636363636363636)","(0.03636363636363636, 0.07272727272727272)","(0.03636363636363636, 0.07272727272727272)","(0.01818181818181818, 0.03636363636363636)"
recall,"(0.004, 0.008)","(0.004, 0.008)","(0.002, 0.004)","(0.003333333333333333, 0.006666666666666666)"
f1,"(0.006557377049180327, 0.013114754098360654)","(0.007207207207207207, 0.014414414414414415)","(0.003791469194312796, 0.007582938388625593)","(0.005633802816901409, 0.011267605633802818)"
ndcg,"(0.01095453220276584, 0.02190906440553168)","(0.05022611936262371, 0.10045223872524742)","(0.05022611936262371, 0.10045223872524742)","(0.01095453220276584, 0.02190906440553168)"
