,Top 25,Top 50,Top 100,Top 200
precision,"(0.016, 0.019595917942265423)","(0.016, 0.0233238075793812)","(0.018, 0.0116619037896906)","(0.017, 0.005099019513592785)"
recall,"(0.018859649122807014, 0.023357064834551487)","(0.035526315789473684, 0.049161951821761585)","(0.08432221858995313, 0.05650702458208349)","(0.15481911299989104, 0.0432309733300509)"
f1,"(0.017254174397031537, 0.021182802191008657)","(0.02201331766549158, 0.03159547615212466)","(0.029625055736543178, 0.01924837271881215)","(0.03061645235336169, 0.009086262039731008)"
ndcg,"(0.013970097090621265, 0.017114331866019964)","(0.022836779927629374, 0.031111753677230514)","(0.04286343555984909, 0.03039654541372944)","(0.06965834480706788, 0.0262242390933767)"
