,Top 50,Top 100,Top 200,Top N
precision,"(0.015789473684210527, 0.031578947368421054)","(0.021052631578947368, 0.042105263157894736)","(0.02631578947368421, 0.05263157894736842)","(0.02631578947368421, 0.05263157894736842)"
recall,"(0.012, 0.024)","(0.008, 0.016)","(0.005, 0.01)","(0.004716981132075472, 0.009433962264150945)"
f1,"(0.013636363636363636, 0.02727272727272727)","(0.011594202898550725, 0.02318840579710145)","(0.008403361344537816, 0.016806722689075633)","(0.008, 0.016)"
ndcg,"(0.01410995377556698, 0.02821990755113396)","(0.01760012049997722, 0.03520024099995444)","(0.022467907434579958, 0.044935814869159915)","(0.022467907434579958, 0.044935814869159915)"
