,Top 25,Top 50,Top 100,Top 200
precision,"(0.024, 0.019595917942265423)","(0.016, 0.014966629547095765)","(0.008, 0.0074833147735478825)","(0.005, 0.0031622776601683794)"
recall,"(0.13999999999999999, 0.11575836902790225)","(0.19, 0.1854723699099141)","(0.19, 0.1854723699099141)","(0.24, 0.15937377450509227)"
f1,"(0.04091954022988507, 0.03342120799151494)","(0.029494949494949498, 0.027681273032333375)","(0.015347985347985349, 0.014381383425865943)","(0.009794356767097083, 0.006200573940469759)"
ndcg,"(0.05186314279707024, 0.04307993561410449)","(0.06478863402783863, 0.059605265039251086)","(0.06478863402783863, 0.059605265039251086)","(0.07554677617081833, 0.05120280697023975)"
