,Top 25,Top 50,Top 100,Top 200
precision,"(0.064, 0.032)","(0.044, 0.014966629547095765)","(0.03, 0.01414213562373095)","(0.021, 0.009695359714832659)"
recall,"(0.22928571428571426, 0.08968197780411148)","(0.31499999999999995, 0.07929536620787381)","(0.42928571428571427, 0.1884469285978394)","(0.5935714285714285, 0.2537916548699595)"
f1,"(0.0996969696969697, 0.04741807007949901)","(0.07708518946268492, 0.02546662298116286)","(0.05604213024773772, 0.026334490083787278)","(0.04055211137395655, 0.018684967009350788)"
ndcg,"(0.1323296892415657, 0.07720717515022202)","(0.16311928291057198, 0.06735445874472455)","(0.1995717718548089, 0.07650376761627087)","(0.24511052173957698, 0.10766317071886694)"
