,Top 50,Top 100,Top 200,Top N
precision,"(0.024, 0.014966629547095765)","(0.022, 0.0132664991614216)","(0.018, 0.005099019513592785)","(0.021897810218978103, 0.006528665627736612)"
recall,"(0.0461994301994302, 0.028891561321008948)","(0.08496866096866097, 0.051719243096671884)","(0.13776149776149776, 0.04275748310952477)","(0.11466178266178266, 0.037139996309506665)"
f1,"(0.03158259284575074, 0.019701701665521973)","(0.03494683164604425, 0.0211123159867384)","(0.03183549949946664, 0.009115769601357035)","(0.036766027609461197, 0.011110002078822458)"
ndcg,"(0.02725494680341477, 0.017113326653754604)","(0.04612009911845305, 0.026041612231904408)","(0.06857726061823528, 0.021526686637715318)","(0.059325717036754176, 0.018621844891831513)"
