,Top 50,Top 100,Top 200,Top N
precision,"(0.008, 0.009797958971132711)","(0.006, 0.008)","(0.009, 0.0037416573867739412)","(0.007317073170731709, 0.00975609756097561)"
recall,"(0.025, 0.03061862178478973)","(0.0375, 0.049999999999999996)","(0.11416666666666667, 0.04733157273720976)","(0.0375, 0.049999999999999996)"
f1,"(0.012121212121212121, 0.014845392380504112)","(0.010344827586206898, 0.013793103448275864)","(0.0166838931955211, 0.00693368321376204)","(0.012244897959183675, 0.0163265306122449)"
ndcg,"(0.017414572721853143, 0.021371589832449824)","(0.02291689322473962, 0.029011751638154854)","(0.0499802711336453, 0.022574248380133107)","(0.02291689322473962, 0.029011751638154854)"
