,Top 50,Top 100,Top 200,Top N
precision,"(0.1, 0.2)","(0.1, 0.2)","(0.1, 0.2)","(0.1, 0.2)"
recall,"(0.008, 0.016)","(0.004, 0.008)","(0.002, 0.004)","(0.01818181818181818, 0.03636363636363636)"
f1,"(0.014814814814814814, 0.029629629629629627)","(0.007692307692307693, 0.015384615384615385)","(0.00392156862745098, 0.00784313725490196)","(0.03076923076923077, 0.06153846153846154)"
ndcg,"(0.08829848274735616, 0.17659696549471232)","(0.08829848274735616, 0.17659696549471232)","(0.08829848274735616, 0.17659696549471232)","(0.08829848274735616, 0.17659696549471232)"
