,Top 50,Top 100,Top 200,Top N
precision,"(0.024, 0.019595917942265423)","(0.017999999999999995, 0.009797958971132711)","(0.016000000000000004, 0.009165151389911681)","(0.015384615384615382, 0.008374323906951035)"
recall,"(0.05995335933416429, 0.04633042888961457)","(0.087658987039792, 0.04261591006772709)","(0.1534598528406578, 0.08136838777990095)","(0.087658987039792, 0.04261591006772709)"
f1,"(0.03422421470926648, 0.0275237622773691)","(0.029839354026256804, 0.01595928930237625)","(0.028968403759805073, 0.016488755154528155)","(0.02615354752118449, 0.014018888475554447)"
ndcg,"(0.03916198518219852, 0.033824415753038795)","(0.05164442639858802, 0.02815728396793975)","(0.07629919741452033, 0.03832854641719733)","(0.05164442639858802, 0.02815728396793975)"
