,Top 25,Top 50,Top 100,Top 200
precision,"(0.016, 0.019595917942265423)","(0.008, 0.009797958971132711)","(0.006, 0.008)","(0.009, 0.0037416573867739412)"
recall,"(0.025, 0.03061862178478973)","(0.025, 0.03061862178478973)","(0.0375, 0.049999999999999996)","(0.11416666666666667, 0.04733157273720976)"
f1,"(0.019512195121951216, 0.023897460905201732)","(0.012121212121212121, 0.014845392380504112)","(0.010344827586206898, 0.013793103448275864)","(0.0166838931955211, 0.00693368321376204)"
ndcg,"(0.017414572721853143, 0.021371589832449824)","(0.017414572721853143, 0.021371589832449824)","(0.02291689322473962, 0.029011751638154854)","(0.04998760257123058, 0.02257265288257118)"
