,Top 50,Top 100,Top 200,Top N
precision,"(0.04, 0.08)","(0.04, 0.08)","(0.08, 0.16)","(0.04, 0.08)"
recall,"(0.004, 0.008)","(0.002, 0.004)","(0.002, 0.004)","(0.007142857142857143, 0.014285714285714285)"
f1,"(0.007272727272727273, 0.014545454545454545)","(0.003809523809523809, 0.007619047619047618)","(0.003902439024390244, 0.007804878048780488)","(0.012121212121212121, 0.024242424242424242)"
ndcg,"(0.02624101550246836, 0.05248203100493672)","(0.02624101550246836, 0.05248203100493672)","(0.06903826844937386, 0.13807653689874771)","(0.02624101550246836, 0.05248203100493672)"
