,Top 50,Top 100,Top 200,Top N
precision,"(0.008, 0.009797958971132713)","(0.006, 0.004898979485566356)","(0.003, 0.002449489742783178)","(0.007692307692307693, 0.015384615384615385)"
recall,"(0.07333333333333333, 0.09043106644167026)","(0.11333333333333333, 0.09333333333333332)","(0.11333333333333333, 0.09333333333333332)","(0.04, 0.08)"
f1,"(0.014415584415584414, 0.017656607168163467)","(0.011392632524707996, 0.009302276920807758)","(0.005844186597205777, 0.0047717897111487564)","(0.012903225806451613, 0.025806451612903226)"
ndcg,"(0.025451046669089084, 0.03163416094364445)","(0.03587424604844937, 0.030078726903333994)","(0.03587424604844937, 0.030078726903333994)","(0.014430999038862075, 0.02886199807772415)"
