,Top 50,Top 100,Top 200,Top N
precision,"(0.008, 0.009797958971132711)","(0.01, 0.010954451150103323)","(0.006, 0.0058309518948453)","(0.011009174311926606, 0.010698994302468443)"
recall,"(0.019047619047619046, 0.023328473740792173)","(0.048095238095238094, 0.05217274638019938)","(0.05761904761904761, 0.055459327091583493)","(0.05761904761904761, 0.055459327091583493)"
f1,"(0.011267605633802818, 0.013799942212862975)","(0.016556473829201102, 0.01810661465295462)","(0.010867955573837925, 0.010552360889354628)","(0.018485390578413835, 0.017937362809523683)"
ndcg,"(0.014255926386483476, 0.017937777490277324)","(0.02698050790325221, 0.026685649822299432)","(0.03092810244272029, 0.02990265671160715)","(0.03092810244272029, 0.02990265671160715)"
