,Top 50,Top 100,Top 200,Top N
precision,"(0.01, 0.02)","(0.02, 0.04)","(0.03, 0.06)","(0.02, 0.04)"
recall,"(0.004, 0.008)","(0.004, 0.008)","(0.003, 0.006)","(0.0038461538461538464, 0.007692307692307693)"
f1,"(0.005714285714285714, 0.011428571428571429)","(0.006666666666666666, 0.013333333333333332)","(0.005454545454545455, 0.01090909090909091)","(0.0064516129032258064, 0.012903225806451613)"
ndcg,"(0.010989717614397179, 0.021979435228794357)","(0.03939772554112864, 0.07879545108225729)","(0.04666898313883641, 0.09333796627767282)","(0.03939772554112864, 0.07879545108225729)"
