,Top 25,Top 50,Top 100,Top 200
precision,"(0.032, 0.016)","(0.048, 0.016)","(0.026000000000000002, 0.010198039027185569)","(0.014000000000000002, 0.0037416573867739412)"
recall,"(0.07272727272727272, 0.03636363636363636)","(0.22000000000000003, 0.0695677326171236)","(0.2381818181818182, 0.08988514250406018)","(0.2581818181818182, 0.06443652780607037)"
f1,"(0.04444444444444444, 0.022222222222222223)","(0.07879781420765027, 0.026038466389401105)","(0.04687960687960688, 0.018323491980372652)","(0.02655833897540058, 0.007073953992425381)"
ndcg,"(0.04253784887135411, 0.022989249044308265)","(0.10679462120768653, 0.03906216695886276)","(0.11321503839474582, 0.043649698390083515)","(0.11896828056802322, 0.035171398345354765)"
