,Top 25,Top 50,Top 100,Top 200
precision,"(0.032, 0.02993325909419153)","(0.024, 0.019595917942265423)","(0.017999999999999995, 0.009797958971132711)","(0.016000000000000004, 0.009165151389911681)"
recall,"(0.04133864071944567, 0.03675913333274674)","(0.05995335933416429, 0.04633042888961457)","(0.087658987039792, 0.04261591006772709)","(0.1534598528406578, 0.08136838777990095)"
f1,"(0.036006022962544695, 0.03290275861898466)","(0.03422421470926648, 0.0275237622773691)","(0.029839354026256804, 0.01595928930237625)","(0.028968403759805073, 0.016488755154528155)"
ndcg,"(0.02987560805655647, 0.028906483400417907)","(0.03916198518219852, 0.033824415753038795)","(0.05164442639858802, 0.02815728396793975)","(0.07629291570421479, 0.03832848858889738)"
