,Top 50,Top 100,Top 200,Top N
precision,"(0.00392156862745098, 0.00784313725490196)","(0.011764705882352941, 0.023529411764705882)","(0.011764705882352941, 0.023529411764705882)","(0.01568627450980392, 0.03137254901960784)"
recall,"(0.004, 0.008)","(0.006, 0.012)","(0.003, 0.006)","(0.0029850746268656717, 0.005970149253731343)"
f1,"(0.00396039603960396, 0.00792079207920792)","(0.007947019867549667, 0.015894039735099334)","(0.004780876494023904, 0.009561752988047808)","(0.005015673981191222, 0.010031347962382444)"
ndcg,"(0.0043254570721680706, 0.008650914144336141)","(0.009856614474590115, 0.01971322894918023)","(0.009856614474590115, 0.01971322894918023)","(0.012956335017613289, 0.025912670035226577)"
