,Top 25,Top 50,Top 100,Top 200
precision,"(0.0, 0.0)","(0.0, 0.0)","(0.002, 0.004)","(0.007000000000000001, 0.003999999999999999)"
recall,"(0.0, 0.0)","(0.0, 0.0)","(0.009523809523809523, 0.019047619047619046)","(0.06699855699855699, 0.0348457092755492)"
f1,"(0.0, 0.0)","(0.0, 0.0)","(0.003305785123966942, 0.006611570247933884)","(0.012670206161841346, 0.007178618875252176)"
ndcg,"(0.0, 0.0)","(0.0, 0.0)","(0.004095622554453649, 0.008191245108907298)","(0.025708187186938562, 0.012926755343325299)"
