,Top 50,Top 100,Top 200,Top N
precision,"(0.016, 0.019595917942265423)","(0.008, 0.009797958971132711)","(0.005, 0.00447213595499958)","(0.013114754098360656, 0.016062227821529038)"
recall,"(0.0641025641025641, 0.07861389598336355)","(0.0641025641025641, 0.07861389598336355)","(0.08076923076923076, 0.0717948717948718)","(0.0641025641025641, 0.07861389598336355)"
f1,"(0.02560163850486431, 0.03135714770548635)","(0.01422250316055626, 0.01741922453336854)","(0.009416245903091505, 0.008418236140400808)","(0.021769714920399853, 0.026663374892088917)"
ndcg,"(0.04513852544959669, 0.05577755112097474)","(0.04513852544959669, 0.05577755112097474)","(0.05048898726345171, 0.05237003973681377)","(0.04513852544959669, 0.05577755112097474)"
