,Top 50,Top 100,Top 200,Top N
precision,"(0.01, 0.02)","(0.02, 0.04)","(0.03, 0.06)","(0.02, 0.04)"
recall,"(0.004, 0.008)","(0.004, 0.008)","(0.003, 0.006)","(0.0039603960396039604, 0.007920792079207921)"
f1,"(0.005714285714285714, 0.011428571428571429)","(0.006666666666666666, 0.013333333333333332)","(0.005454545454545455, 0.01090909090909091)","(0.006611570247933884, 0.013223140495867768)"
ndcg,"(0.010119136594923413, 0.020238273189846823)","(0.028042594035592106, 0.05608518807118421)","(0.03531385163329987, 0.07062770326659974)","(0.028042594035592106, 0.05608518807118421)"
