,Top 50,Top 100,Top 200,Top N
precision,"(0.032, 0.016)","(0.024, 0.010198039027185569)","(0.018000000000000002, 0.005099019513592785)","(0.020512820512820516, 0.004796996649710181)"
recall,"(0.05247311827956989, 0.025711294094329193)","(0.07849462365591398, 0.032272398249125284)","(0.11806451612903227, 0.03221789613772474)","(0.10516129032258063, 0.02425821703604916)"
f1,"(0.03975308641975308, 0.01972355044890811)","(0.0367586611861421, 0.01550063161847307)","(0.031236589497459062, 0.008804540746740851)","(0.03432810074176299, 0.008007146744273483)"
ndcg,"(0.050415014422986, 0.03005020831951172)","(0.06388359391569429, 0.02924804551886525)","(0.08176672926878738, 0.03046534770125418)","(0.07610241145972649, 0.0287308098176618)"
