,Top 25,Top 50,Top 100,Top 200
precision,"(0.032, 0.016)","(0.016, 0.008)","(0.02, 0.01414213562373095)","(0.021, 0.011575836902790225)"
recall,"(0.01361971556594584, 0.006813202040779931)","(0.01361971556594584, 0.006813202040779931)","(0.034192480031170855, 0.02434303383710851)","(0.07225292922545991, 0.03974982268048328)"
f1,"(0.019106341331713406, 0.009555488883393996)","(0.014713495814413247, 0.00735780905624717)","(0.025237043229042272, 0.01789031690266536)","(0.03254050802015919, 0.01793036590182623)"
ndcg,"(0.02768082547793449, 0.014774839273431126)","(0.017452213385230765, 0.00931524415476531)","(0.028768181428553263, 0.019630484994728966)","(0.049560944772677584, 0.02628584231630023)"
