,Top 50,Top 100,Top 200,Top N
precision,"(0.04444444444444444, 0.08888888888888888)","(0.04444444444444444, 0.08888888888888888)","(0.04444444444444444, 0.08888888888888888)","(0.04444444444444444, 0.08888888888888888)"
recall,"(0.008, 0.016)","(0.004, 0.008)","(0.002, 0.004)","(0.00851063829787234, 0.01702127659574468)"
f1,"(0.013559322033898308, 0.027118644067796616)","(0.007339449541284404, 0.01467889908256881)","(0.0038277511961722485, 0.007655502392344497)","(0.014285714285714285, 0.02857142857142857)"
ndcg,"(0.034930588923634466, 0.06986117784726893)","(0.034930588923634466, 0.06986117784726893)","(0.034930588923634466, 0.06986117784726893)","(0.034930588923634466, 0.06986117784726893)"
