,Top 50,Top 100,Top 200,Top N
precision,"(0.027999999999999997, 0.027129319932501072)","(0.038, 0.007483314773547884)","(0.034, 0.0058309518948453)","(0.01627906976744186, 0.002252660952734198)"
recall,"(0.009300188699655052, 0.00893708389320614)","(0.025385077346982855, 0.004553960666302264)","(0.045563533245772635, 0.007760193086711261)","(0.08432407416223715, 0.010530692632842018)"
f1,"(0.013962025364419334, 0.013444974430814695)","(0.030432538408230098, 0.005671299756942414)","(0.03893436484865938, 0.006633088297337484)","(0.027287264785873115, 0.003711346740692576)"
ndcg,"(0.03802240898077589, 0.03776148334347694)","(0.04218306484004191, 0.01621324315119739)","(0.045251423179714034, 0.00836191134393055)","(0.06875898003111332, 0.015446200611816837)"
