,Top 50,Top 100,Top 200,Top N
precision,"(0.01111111111111111, 0.02222222222222222)","(0.02222222222222222, 0.04444444444444444)","(0.02222222222222222, 0.04444444444444444)","(0.02222222222222222, 0.04444444444444444)"
recall,"(0.004, 0.008)","(0.004, 0.008)","(0.002, 0.004)","(0.0036363636363636364, 0.007272727272727273)"
f1,"(0.0058823529411764705, 0.011764705882352941)","(0.006779661016949154, 0.013559322033898308)","(0.003669724770642202, 0.007339449541284405)","(0.00625, 0.0125)"
ndcg,"(0.0060829045150611934, 0.012165809030122387)","(0.012074261658186826, 0.02414852331637365)","(0.012074261658186826, 0.02414852331637365)","(0.012074261658186826, 0.02414852331637365)"
