,Top 25,Top 50,Top 100,Top 200
precision,"(0.136, 0.047999999999999994)","(0.11600000000000002, 0.029393876913398138)","(0.076, 0.007999999999999997)","(0.048, 0.006000000000000001)"
recall,"(0.028107350326900104, 0.009935139001757355)","(0.047931674974404884, 0.01213893029102549)","(0.06278424820948027, 0.006225332439872219)","(0.07937375939104677, 0.010176025443747884)"
f1,"(0.04658464159645076, 0.01645856897100951)","(0.06783068120260984, 0.017175503694388992)","(0.06875872607012753, 0.0069910390828740055)","(0.059819233116034556, 0.007531399047396087)"
ndcg,"(0.19802885626116676, 0.060705563881311826)","(0.16047974376907334, 0.03940414509121225)","(0.11291242233192844, 0.017470137265431132)","(0.10847798768804814, 0.013422759080416062)"
